,pred,true,pred prob
0,2,2,"[0.38060200214385986, 0.00398740079253912, 0.6127130389213562, 0.0026975383516401052]"
1,0,0,"[0.5329062938690186, 0.028720330446958542, 0.04420420154929161, 0.39416924118995667]"
2,2,2,"[0.207247793674469, 0.004896460101008415, 0.7875044941902161, 0.00035130782634951174]"
3,0,0,"[0.8792240619659424, 0.04703914746642113, 0.026643328368663788, 0.047093506902456284]"
4,1,1,"[0.0007994068437255919, 0.8587031960487366, 0.026194319128990173, 0.11430305987596512]"
5,2,2,"[0.12385663390159607, 0.0008147074840962887, 0.8752731084823608, 5.550822606892325e-05]"
6,2,2,"[0.011516159400343895, 0.13708935678005219, 0.8365650177001953, 0.0148294223472476]"
7,0,0,"[0.9185571074485779, 0.002652507508173585, 0.07870915532112122, 8.122441067826003e-05]"
8,3,3,"[0.001101211877539754, 0.09743496775627136, 0.018200663849711418, 0.8832631707191467]"
9,3,3,"[0.00017692995606921613, 0.14763280749320984, 0.012988297268748283, 0.8392019271850586]"
10,2,2,"[0.011737758293747902, 0.016179678961634636, 0.9520872831344604, 0.01999521069228649]"
11,3,3,"[0.003642961848527193, 0.06374263018369675, 0.06561071425676346, 0.8670036792755127]"
12,3,3,"[0.013238447718322277, 0.014406802132725716, 0.00042068626498803496, 0.9719340205192566]"
13,2,2,"[0.09813164919614792, 0.046601783484220505, 0.6229336261749268, 0.23233292996883392]"
14,3,3,"[5.677638546330854e-05, 0.010772704146802425, 0.014867954887449741, 0.9743025898933411]"
15,3,3,"[0.00012536102440208197, 0.016948217526078224, 0.011103233322501183, 0.9718232154846191]"
16,0,0,"[0.9098303914070129, 0.0034200081136077642, 0.064845509827137, 0.021904025226831436]"
17,3,3,"[0.002898800652474165, 0.005896942224353552, 0.0018900057766586542, 0.9893143177032471]"
18,1,1,"[0.0012069913791492581, 0.9060658812522888, 0.0048203193582594395, 0.08790672570466995]"
19,3,3,"[3.923225813196041e-05, 0.019656294956803322, 0.0004846258379984647, 0.9798198342323303]"
20,2,2,"[0.10406585037708282, 0.039373572915792465, 0.8558163046836853, 0.000744272896554321]"
21,0,0,"[0.8987187147140503, 0.0014825748512521386, 0.09859543293714523, 0.0012032773811370134]"
22,2,2,"[0.083499476313591, 0.005998324137181044, 0.9104050993919373, 9.711453458294272e-05]"
23,1,1,"[0.0003709691227413714, 0.6446954011917114, 0.017101461067795753, 0.33783212304115295]"
24,1,1,"[0.0002787558187264949, 0.9824710488319397, 0.008942737244069576, 0.00830741785466671]"
25,3,3,"[0.004901695530861616, 0.032989826053380966, 0.011233223602175713, 0.9508752226829529]"
26,1,1,"[0.0005483543500304222, 0.7922629117965698, 0.009534311480820179, 0.19765445590019226]"
27,1,1,"[0.0007993700564838946, 0.6536980867385864, 0.001818211399950087, 0.3436844050884247]"
28,0,0,"[0.9912180304527283, 0.0018965100171044469, 0.004046918358653784, 0.002838490065187216]"
29,3,3,"[0.000270085409283638, 0.017883889377117157, 0.0019630242604762316, 0.9798830151557922]"
30,1,1,"[0.0013608421431854367, 0.8529897928237915, 0.038396816700696945, 0.1072525903582573]"
31,1,1,"[0.012469249777495861, 0.5735557079315186, 0.22710084915161133, 0.18687419593334198]"
32,3,3,"[0.003413439728319645, 0.04394838958978653, 0.004699531011283398, 0.9479386806488037]"
33,1,1,"[0.00029313864069990814, 0.5905113816261292, 0.002831402700394392, 0.4063640832901001]"
34,2,2,"[0.0004844974901061505, 0.0926019474864006, 0.5701014995574951, 0.33681201934814453]"
35,3,3,"[0.0028506270609796047, 0.30628958344459534, 0.04206259176135063, 0.6487972140312195]"
36,3,3,"[0.0020612352527678013, 0.06283636391162872, 0.05194765701889992, 0.8831546902656555]"
37,2,2,"[0.05746467784047127, 0.06135884299874306, 0.8108012676239014, 0.07037525624036789]"
38,1,1,"[0.0189215075224638, 0.820419430732727, 0.0062338546849787235, 0.1544252187013626]"
39,3,3,"[0.00046928334631957114, 0.07497398555278778, 0.016003303229808807, 0.9085534811019897]"
40,0,0,"[0.9608871340751648, 0.0005182133754715323, 0.03858361393213272, 1.1029043889720924e-05]"
41,2,2,"[0.00024950882652774453, 0.03780020773410797, 0.9429506659507751, 0.01899956725537777]"
42,2,2,"[0.0015500984154641628, 0.0897245854139328, 0.8115103244781494, 0.09721509367227554]"
43,2,2,"[0.06507488340139389, 0.0502932034432888, 0.8401517868041992, 0.044480156153440475]"
44,0,1,"[0.5953036546707153, 0.37056994438171387, 0.030907882377505302, 0.003218489233404398]"
