,pred,true,pred prob
0,3,3,"[4.195804592654895e-07, 0.0007025374798104167, 0.00943345669656992, 0.9898635745048523]"
1,1,1,"[0.15407836437225342, 0.7480269074440002, 0.022247740998864174, 0.07564695179462433]"
2,0,0,"[0.9449020624160767, 0.0016735289245843887, 0.05209321528673172, 0.0013312273658812046]"
3,1,1,"[0.02212844416499138, 0.8703032732009888, 0.021496964618563652, 0.08607129007577896]"
4,3,3,"[2.6317005904274993e-05, 0.01364054437726736, 0.018736980855464935, 0.967596173286438]"
5,1,1,"[0.17134685814380646, 0.7920974493026733, 0.021682890132069588, 0.01487287413328886]"
6,3,3,"[0.0004929850692860782, 0.016144441440701485, 0.21880193054676056, 0.7645605802536011]"
7,0,0,"[0.9345040917396545, 0.008020121604204178, 0.056856028735637665, 0.0006197283510118723]"
8,3,3,"[0.0012977621518075466, 0.1141352728009224, 0.004653072915971279, 0.879913866519928]"
9,2,2,"[0.19764991104602814, 0.03597293421626091, 0.7608049511909485, 0.005572200752794743]"
10,2,2,"[0.00031569000566378236, 0.18942154943943024, 0.7558377385139465, 0.05442492291331291]"
11,2,2,"[0.06627079844474792, 0.03246903792023659, 0.900054931640625, 0.001205225009471178]"
12,3,3,"[0.0037132527213543653, 0.002061762847006321, 0.005117080640047789, 0.9891078472137451]"
13,2,2,"[0.005756481550633907, 0.07694152742624283, 0.9063621163368225, 0.010939843021333218]"
14,3,3,"[6.495199340861291e-05, 0.006978912279009819, 0.058340203016996384, 0.934615969657898]"
15,1,1,"[0.24858669936656952, 0.7461215257644653, 0.004319323226809502, 0.0009724601986818016]"
16,0,0,"[0.9617481827735901, 0.009852512739598751, 0.027823619544506073, 0.0005756790633313358]"
17,1,1,"[0.0003599708725232631, 0.971636950969696, 0.01660667173564434, 0.011396409012377262]"
18,0,0,"[0.9522221684455872, 0.005194642581045628, 0.02537710778415203, 0.017206015065312386]"
19,3,3,"[0.001337323454208672, 0.03855340555310249, 0.01715720258653164, 0.9429521560668945]"
20,1,1,"[4.205866207485087e-05, 0.9671237468719482, 0.03205512464046478, 0.000779004127252847]"
21,1,1,"[0.005536138080060482, 0.9504256844520569, 0.018720703199505806, 0.025317467749118805]"
22,2,2,"[0.0241706483066082, 0.03879120945930481, 0.9038740992546082, 0.03316405788064003]"
23,2,2,"[0.00017991909408010542, 0.02121947892010212, 0.9067925214767456, 0.0718081071972847]"
24,3,3,"[0.007566412445157766, 0.002413329901173711, 0.0017461084062233567, 0.988274097442627]"
25,1,1,"[0.0016114648897200823, 0.8184770941734314, 0.10423383116722107, 0.07567763328552246]"
26,3,3,"[0.024006836116313934, 0.07060546427965164, 0.13990052044391632, 0.7654870748519897]"
27,2,2,"[0.0009399231057614088, 0.0038627320900559425, 0.855639636516571, 0.13955765962600708]"
28,1,1,"[0.0002003620465984568, 0.9880274534225464, 0.0063317809253931046, 0.005440349690616131]"
29,0,0,"[0.9673680067062378, 0.0010306013282388449, 0.031398337334394455, 0.00020305860380176455]"
30,3,3,"[7.982955139596015e-05, 0.02792506292462349, 0.008901529014110565, 0.963093638420105]"
31,0,0,"[0.9792771935462952, 0.00867095123976469, 0.011808225885033607, 0.00024358021619264036]"
32,1,1,"[0.0587443970143795, 0.9285934567451477, 0.009009468369185925, 0.0036526506301015615]"
33,0,0,"[0.953615128993988, 0.0031805180478841066, 0.03741078078746796, 0.005793598480522633]"
34,3,3,"[0.001719305058941245, 0.05730995908379555, 0.037565767765045166, 0.9034050107002258]"
35,1,1,"[0.09796421229839325, 0.831829845905304, 0.04752688854932785, 0.022679055109620094]"
36,0,0,"[0.9596100449562073, 0.034897152334451675, 0.005107821896672249, 0.0003849624772556126]"
37,0,0,"[0.9197998642921448, 0.026537302881479263, 0.03468964993953705, 0.01897314377129078]"
38,3,3,"[1.4568476217391435e-05, 0.012463985942304134, 0.004147747531533241, 0.983373761177063]"
39,3,3,"[0.00023134006187319756, 0.04060233756899834, 0.010170264169573784, 0.9489959478378296]"
40,3,3,"[0.00038828770630061626, 0.06119965761899948, 0.014660116285085678, 0.923751950263977]"
41,2,2,"[0.042906250804662704, 0.17779451608657837, 0.7578007578849792, 0.021498536691069603]"
42,2,2,"[0.02666819654405117, 0.017868610098958015, 0.899474024772644, 0.05598917230963707]"
43,2,2,"[0.016728965565562248, 0.0056900749914348125, 0.9621408581733704, 0.015440067276358604]"
44,1,1,"[0.07925056666135788, 0.8541905283927917, 0.052663933485746384, 0.013895015232264996]"
45,2,2,"[0.0005803769454360008, 0.038330793380737305, 0.8926714062690735, 0.06841738522052765]"
46,1,1,"[0.0007021586643531919, 0.974090576171875, 0.004815048072487116, 0.020392155274748802]"
47,1,1,"[0.06727299094200134, 0.8275027275085449, 0.07027468085289001, 0.034949593245983124]"
48,2,2,"[2.435788519505877e-05, 0.07729925215244293, 0.8489423394203186, 0.07373406738042831]"
49,3,3,"[0.002390763256698847, 0.0045998115092515945, 0.01229163445532322, 0.9807177782058716]"
50,3,3,"[1.8745893612504005e-05, 0.0050760479643940926, 0.007932648994028568, 0.9869725108146667]"
51,3,3,"[0.0032389641273766756, 0.030632976442575455, 0.0936095342040062, 0.8725185394287109]"
52,1,1,"[0.00012105947826057673, 0.9621955156326294, 0.02481473796069622, 0.01286870427429676]"
53,3,3,"[0.01163516752421856, 0.008261737413704395, 0.015093398280441761, 0.9650097489356995]"
54,1,1,"[0.00031747741741128266, 0.8491650223731995, 0.11688768863677979, 0.0336298868060112]"
55,0,0,"[0.9720327854156494, 0.01028452254831791, 0.01598297618329525, 0.0016996016493067145]"
56,1,1,"[1.6903837604331784e-05, 0.9323384761810303, 0.019483724609017372, 0.048160869628190994]"
57,1,1,"[0.00010998990182997659, 0.8894132971763611, 0.0170290507376194, 0.09344770759344101]"
58,0,0,"[0.9411722421646118, 0.02792007103562355, 0.023960670456290245, 0.006947052199393511]"
59,2,2,"[0.007604300510138273, 0.08708769828081131, 0.8938301801681519, 0.011477838270366192]"
60,1,1,"[0.004585517104715109, 0.9457485675811768, 0.016235021874308586, 0.03343091160058975]"
61,3,3,"[7.013063623162452e-06, 0.0009364098077639937, 0.0017660586163401604, 0.9972904920578003]"
62,0,0,"[0.913273811340332, 0.052178461104631424, 0.03132440522313118, 0.003223333042114973]"
63,0,0,"[0.9726034998893738, 0.00048704244545660913, 0.026841914281249046, 6.748486339347437e-05]"
64,0,0,"[0.7533048987388611, 0.07683899253606796, 0.1625978797674179, 0.007258278783410788]"
65,2,2,"[8.421960956184193e-05, 0.05999070405960083, 0.926041305065155, 0.013883785344660282]"
66,0,0,"[0.86282879114151, 0.01975415088236332, 0.114505335688591, 0.002911666873842478]"
67,0,0,"[0.7401003837585449, 0.028077971190214157, 0.23149369657039642, 0.0003279960947111249]"
68,0,0,"[0.954958438873291, 0.0019496817840263247, 0.038521911948919296, 0.004569885320961475]"
69,2,2,"[0.3348587453365326, 0.09841795265674591, 0.45675963163375854, 0.10996368527412415]"
70,1,1,"[0.0017593540251255035, 0.9817813634872437, 0.015658490359783173, 0.0008007523720152676]"
71,2,2,"[0.08117901533842087, 0.033134184777736664, 0.8535879850387573, 0.03209879621863365]"
72,2,2,"[0.010367299430072308, 0.14652101695537567, 0.7774003148078918, 0.0657113790512085]"
73,2,2,"[0.23599565029144287, 0.10586722195148468, 0.5720042586326599, 0.08613289147615433]"
74,1,1,"[0.016889123246073723, 0.9081869721412659, 0.039625134319067, 0.03529868274927139]"
75,2,2,"[0.013522611930966377, 0.039426691830158234, 0.9151986241340637, 0.0318521112203598]"
76,3,3,"[0.018629001453518867, 0.015899378806352615, 0.006816617213189602, 0.9586549997329712]"
77,3,3,"[0.0008529038750566542, 0.010817741975188255, 0.007373450323939323, 0.9809558987617493]"
78,3,3,"[1.6518317352165468e-05, 0.00839109905064106, 0.00862972717732191, 0.9829626083374023]"
79,1,1,"[0.025936713442206383, 0.8643339276313782, 0.08758837729692459, 0.022140957415103912]"
80,2,2,"[0.03678598254919052, 0.0034440334420651197, 0.9570702910423279, 0.002699664095416665]"
81,2,2,"[0.0037713847123086452, 0.1015273779630661, 0.8629814982414246, 0.03171973675489426]"
82,3,3,"[0.000501030299346894, 0.016198068857192993, 0.07269717007875443, 0.9106037020683289]"
83,3,3,"[0.023960748687386513, 0.01754157990217209, 0.0203731507062912, 0.9381244778633118]"
84,3,3,"[0.0007055823225528002, 0.052048392593860626, 0.013482620939612389, 0.9337633848190308]"
85,2,2,"[0.07155869901180267, 0.013925335370004177, 0.8967063426971436, 0.017809679731726646]"
86,0,0,"[0.9412446618080139, 0.0015509437071159482, 0.05053277313709259, 0.00667159166187048]"
87,1,1,"[8.077156053332146e-06, 0.970261812210083, 0.0174261461943388, 0.012304061092436314]"
88,2,2,"[0.0324053056538105, 0.0007602983387187123, 0.9645022749900818, 0.0023321183398365974]"
89,0,0,"[0.9354974031448364, 0.007002977188676596, 0.05103008821606636, 0.006469571031630039]"
90,2,2,"[0.002682300517335534, 0.02459985390305519, 0.9700138568878174, 0.002704052487388253]"
91,2,2,"[0.2316417694091797, 0.004493214655667543, 0.7567668557167053, 0.007098191883414984]"
92,0,0,"[0.9494026899337769, 0.007552634458988905, 0.018505392596125603, 0.02453925833106041]"
93,3,3,"[0.00012092124234186485, 0.05673286318778992, 0.007579082623124123, 0.9355670809745789]"
94,3,3,"[0.004615182522684336, 0.003991563804447651, 0.039882998913526535, 0.9515103101730347]"
95,1,1,"[0.014164552092552185, 0.7726620435714722, 0.05629532411694527, 0.15687806904315948]"
96,0,0,"[0.7845252752304077, 0.1668504774570465, 0.018021127209067345, 0.030603067949414253]"
97,2,2,"[0.001252955524250865, 0.027815427631139755, 0.7491170763969421, 0.22181449830532074]"
98,1,1,"[0.0008683055639266968, 0.9202715158462524, 0.009828486479818821, 0.069031722843647]"
99,3,3,"[1.877245267678518e-05, 0.017958249896764755, 0.045550450682640076, 0.9364725351333618]"
100,3,3,"[0.013174556195735931, 0.013391779735684395, 0.05894128233194351, 0.9144924283027649]"
101,2,2,"[0.0017683508340269327, 0.13346539437770844, 0.7781479954719543, 0.08661831170320511]"
102,1,1,"[0.06537947803735733, 0.854445219039917, 0.03817110136151314, 0.04200424253940582]"
103,0,0,"[0.8051656484603882, 0.053924474865198135, 0.09623140096664429, 0.04467843100428581]"
104,0,0,"[0.9295751452445984, 0.011508694849908352, 0.05406944826245308, 0.004846708849072456]"
105,3,3,"[0.0006230349536053836, 0.0012378377141430974, 0.019466131925582886, 0.9786730408668518]"
106,1,1,"[0.040640879422426224, 0.889336884021759, 0.033845193684101105, 0.036177001893520355]"
107,1,1,"[0.0033988207578659058, 0.9797990322113037, 0.009591944515705109, 0.007210261188447475]"
108,3,3,"[0.00012142305058659986, 0.0014386825496330857, 0.010133769363164902, 0.9883061051368713]"
109,2,2,"[0.03807257115840912, 0.07079628109931946, 0.868147075176239, 0.022984128445386887]"
110,0,0,"[0.92379230260849, 0.024558050557971, 0.050184864550828934, 0.0014647312927991152]"
111,0,0,"[0.96235591173172, 0.0015508575597777963, 0.02329161763191223, 0.012801611796021461]"
112,2,2,"[8.289803372463211e-05, 0.008771284483373165, 0.959244430065155, 0.03190134838223457]"
113,1,1,"[0.0029282730538398027, 0.5747808218002319, 0.024599919095635414, 0.39769095182418823]"
114,3,3,"[9.120695176534355e-05, 0.010641895234584808, 0.014013189822435379, 0.9752537608146667]"
115,3,3,"[0.004610867239534855, 0.00836751889437437, 0.04773317277431488, 0.9392883777618408]"
116,1,1,"[5.624456753139384e-05, 0.9730015397071838, 0.010144701227545738, 0.016797509044408798]"
117,2,2,"[0.01952328532934189, 0.038532160222530365, 0.9324343204498291, 0.009510348550975323]"
118,3,3,"[1.409890273862402e-06, 0.008663047105073929, 0.10324666649103165, 0.8880888819694519]"
119,2,2,"[0.0013387063518166542, 0.042140163481235504, 0.9262210130691528, 0.030300162732601166]"
120,2,2,"[4.192249252810143e-05, 0.11032945662736893, 0.7746083736419678, 0.1150202676653862]"
121,3,3,"[9.75564375949034e-07, 0.14540661871433258, 0.05791090801358223, 0.7966814637184143]"
122,2,2,"[0.011203336529433727, 0.11040689796209335, 0.8664498925209045, 0.011939914897084236]"
123,2,2,"[0.0001555329217808321, 0.13169583678245544, 0.5041043162345886, 0.36404433846473694]"
124,3,3,"[0.0005564336897805333, 0.09163442999124527, 0.038040921092033386, 0.8697682023048401]"
125,3,3,"[0.0009530722163617611, 0.003757306607440114, 0.010051914490759373, 0.9852376580238342]"
126,3,3,"[0.000355066527845338, 0.005619932431727648, 0.010896026156842709, 0.9831289649009705]"
127,3,3,"[0.0007865066872909665, 0.017927180975675583, 0.04110543802380562, 0.9401808977127075]"
128,2,2,"[0.07022258639335632, 0.00040230125887319446, 0.9291208982467651, 0.00025417262804694474]"
129,3,3,"[0.00010171038593398407, 0.00791296549141407, 0.04071051627397537, 0.9512747526168823]"
130,2,2,"[0.04126003757119179, 0.0179648008197546, 0.9250166416168213, 0.015758495777845383]"
131,2,2,"[0.07663670927286148, 0.014726894907653332, 0.9044917225837708, 0.0041446201503276825]"
132,1,1,"[0.016742851585149765, 0.952546238899231, 0.02656823955476284, 0.004142632707953453]"
133,3,3,"[0.0002040883555309847, 0.008056466467678547, 0.0018462956650182605, 0.9898931384086609]"
134,2,2,"[0.002569767879322171, 0.08294125646352768, 0.9089841842651367, 0.005504824686795473]"
135,1,1,"[0.14566518366336823, 0.8138768076896667, 0.016614381223917007, 0.023843707516789436]"
136,2,2,"[0.0001263678423129022, 0.009616113267838955, 0.8594910502433777, 0.13076648116111755]"
137,3,3,"[0.025925833731889725, 0.04317208379507065, 0.03452806919813156, 0.8963739275932312]"
138,1,1,"[0.05766967311501503, 0.9080199599266052, 0.02138705737888813, 0.012923344038426876]"
139,1,1,"[0.1635182499885559, 0.834944486618042, 0.0009595644660294056, 0.000577654573135078]"
140,2,2,"[0.04887526109814644, 0.020346347242593765, 0.9290276765823364, 0.001750695169903338]"
141,3,3,"[0.00031314726220443845, 0.09301723539829254, 0.0844687893986702, 0.8222008943557739]"
142,2,2,"[0.00035130875767208636, 0.0018912632949650288, 0.997065007686615, 0.0006923794862814248]"
143,2,2,"[0.047776393592357635, 0.0012008821358904243, 0.9501332640647888, 0.0008893671911209822]"
144,2,2,"[7.604352140333503e-05, 0.0065503367222845554, 0.9927929639816284, 0.0005805714754387736]"
145,1,1,"[0.057557784020900726, 0.7045361995697021, 0.039055511355400085, 0.19885049760341644]"
146,2,2,"[0.0020825937390327454, 0.014981016516685486, 0.9768388867378235, 0.0060975742526352406]"
147,1,1,"[0.004015189129859209, 0.6782597899436951, 0.2639005780220032, 0.05382448062300682]"
148,3,3,"[0.012766420841217041, 0.009700022637844086, 0.03472908213734627, 0.9428043961524963]"
149,1,1,"[0.0015390488551929593, 0.904383659362793, 0.022196298465132713, 0.0718809962272644]"
150,2,2,"[0.010858769528567791, 0.006150492001324892, 0.9799617528915405, 0.0030288842972368]"
151,1,1,"[0.0039467657916247845, 0.7689948081970215, 0.13718488812446594, 0.08987352252006531]"
152,3,3,"[0.00011810023715952411, 0.017737559974193573, 0.04405197128653526, 0.9380924105644226]"
153,2,2,"[0.005451065022498369, 0.02366078458726406, 0.9707922339439392, 9.580940240994096e-05]"
154,0,0,"[0.9504901766777039, 0.017534060403704643, 0.02176334336400032, 0.01021234504878521]"
155,3,3,"[6.535583088407293e-05, 0.010568644851446152, 0.03644605726003647, 0.9529199600219727]"
156,3,3,"[0.0019168021390214562, 0.008738573640584946, 0.06399984657764435, 0.925344705581665]"
157,0,0,"[0.9114370942115784, 0.02673915959894657, 0.0538637638092041, 0.00796002708375454]"
158,3,3,"[0.0055842651054263115, 0.0779707282781601, 0.011714162304997444, 0.9047307968139648]"
159,3,3,"[0.002123406156897545, 0.0030395889189094305, 0.018864348530769348, 0.9759726524353027]"
160,2,2,"[0.10645768791437149, 0.009744245558977127, 0.8707056641578674, 0.013092334382236004]"
161,2,2,"[0.04743290692567825, 0.03699259087443352, 0.8603799939155579, 0.055194441229104996]"
162,2,2,"[0.0010266541503369808, 0.08608704805374146, 0.8643754124641418, 0.048510875552892685]"
163,3,3,"[0.0002393940230831504, 0.15431149303913116, 0.17841124534606934, 0.6670379042625427]"
164,2,2,"[0.008483539335429668, 0.025825563818216324, 0.9030134081840515, 0.06267759203910828]"
165,0,0,"[0.9716801643371582, 0.002263691509142518, 0.02579137496650219, 0.0002647950896061957]"
166,2,2,"[6.647389454883523e-06, 0.025805069133639336, 0.9234979152679443, 0.05069047585129738]"
167,1,1,"[3.158940307912417e-05, 0.9369741678237915, 0.03976459801197052, 0.0232296921312809]"
168,1,1,"[0.0003391316859051585, 0.9506863355636597, 0.022237703204154968, 0.02673686295747757]"
169,2,2,"[0.00022748821356799453, 0.015132169239223003, 0.9308751225471497, 0.053765229880809784]"
170,0,0,"[0.9619461297988892, 0.0018778792582452297, 0.03378444164991379, 0.002391538117080927]"
171,2,2,"[0.00679060909897089, 0.13741691410541534, 0.7339228391647339, 0.12186966836452484]"
172,1,1,"[0.011698704212903976, 0.9632976651191711, 0.01785917952656746, 0.007144453935325146]"
173,2,2,"[0.0003171986318193376, 0.005213629454374313, 0.990222692489624, 0.004246540367603302]"
174,3,3,"[0.0104871466755867, 0.04695232957601547, 0.024950992316007614, 0.9176095128059387]"
175,1,1,"[0.0005108310142531991, 0.9631204009056091, 0.0058818357065320015, 0.030486971139907837]"
176,3,3,"[2.7581825634115376e-05, 0.021746201440691948, 0.01656278595328331, 0.9616634845733643]"
177,0,0,"[0.9802824258804321, 0.007155249826610088, 0.007976657710969448, 0.004585700575262308]"
178,2,2,"[0.0029990454204380512, 0.007421713788062334, 0.9546844363212585, 0.03489483892917633]"
179,3,3,"[8.777195034781471e-06, 0.036941640079021454, 0.021182332187891006, 0.9418671727180481]"
180,0,0,"[0.9455510973930359, 0.003545265644788742, 0.04964151605963707, 0.0012620290508493781]"
181,3,3,"[0.0003170548297930509, 0.06755989044904709, 0.12386450171470642, 0.808258593082428]"
182,3,3,"[8.97348509170115e-05, 0.04898691549897194, 0.026311784982681274, 0.924611508846283]"
183,1,1,"[1.3134584833096596e-06, 0.8002417683601379, 0.11281164735555649, 0.0869453176856041]"
184,3,3,"[0.005852728150784969, 0.05847269669175148, 0.025000177323818207, 0.9106743931770325]"
185,0,2,"[0.5312404632568359, 0.03117940202355385, 0.4346678853034973, 0.0029122543055564165]"
186,1,1,"[0.000451125466497615, 0.9800717830657959, 0.011581639759242535, 0.007895431481301785]"
187,2,2,"[0.005561164580285549, 0.016127122566103935, 0.9394060969352722, 0.03890566900372505]"
188,3,3,"[0.004573207814246416, 0.0016318487469106913, 0.021461721509695053, 0.9723332524299622]"
189,0,0,"[0.8999853730201721, 0.03447285667061806, 0.05141955241560936, 0.014122217893600464]"
190,1,1,"[0.0009756035287864506, 0.5838899612426758, 0.02052115835249424, 0.39461326599121094]"
191,1,1,"[0.002793655963614583, 0.8212175369262695, 0.15820255875587463, 0.01778632029891014]"
192,0,0,"[0.8678990602493286, 0.0121549591422081, 0.053697772324085236, 0.06624829769134521]"
193,3,3,"[3.556476076482795e-05, 0.058403536677360535, 0.038878872990608215, 0.9026820659637451]"
194,1,1,"[0.002622593194246292, 0.9795356392860413, 0.014011402614414692, 0.0038303870242089033]"
195,2,2,"[1.319439343205886e-05, 0.0237402506172657, 0.7308716773986816, 0.24537494778633118]"
196,3,3,"[0.0001995313650695607, 0.042566727846860886, 0.034430813044309616, 0.9228029251098633]"
197,3,3,"[0.007632003631442785, 0.009613416157662868, 0.01701965183019638, 0.9657350182533264]"
198,1,1,"[0.03278746083378792, 0.9207006096839905, 0.028253454715013504, 0.018258465453982353]"
199,3,3,"[0.00404115067794919, 0.08046135306358337, 0.011617034673690796, 0.9038805365562439]"
200,2,2,"[0.06126184016466141, 0.04451141878962517, 0.8889744877815247, 0.005252227187156677]"
201,1,1,"[0.3550538122653961, 0.6247571706771851, 0.009785921312868595, 0.010403133928775787]"
202,3,3,"[1.5979230738594197e-07, 0.0020306899677962065, 0.022146016359329224, 0.975823163986206]"
203,0,0,"[0.9611386656761169, 0.014909856021404266, 0.019221754744648933, 0.004729731008410454]"
204,3,3,"[0.0016350443474948406, 0.0076197851449251175, 0.04824938625097275, 0.9424958825111389]"
205,1,1,"[0.00022367014025803655, 0.9806798696517944, 0.016924738883972168, 0.002171733183786273]"
206,0,0,"[0.967652440071106, 0.007670281454920769, 0.017958417534828186, 0.006718840915709734]"
207,0,0,"[0.9419435262680054, 0.02600215934216976, 0.02869248203933239, 0.003361770650371909]"
208,2,2,"[0.012838593684136868, 0.007321139331907034, 0.8542024493217468, 0.12563779950141907]"
